Date : 2024-06-30 21:33:42
Directory : d:\se\carplate
Total : 839 files,  131265 codes, 3783 comments, 21226 blanks, all 156274 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| d:\se\carplate\yolov10-pose\docs\en\tasks\detect.md                                                       | Markdown     |        130 |          0 |         53 |        183 |
| d:\se\carplate\yolov10-pose\docs\en\tasks\index.md                                                        | Markdown     |         36 |          0 |         22 |         58 |
| d:\se\carplate\yolov10-pose\docs\en\tasks\obb.md                                                          | Markdown     |        148 |          0 |         56 |        204 |
| d:\se\carplate\yolov10-pose\docs\en\tasks\pose.md                                                         | Markdown     |        144 |          0 |         54 |        198 |
| d:\se\carplate\yolov10-pose\docs\en\tasks\segment.md                                                      | Markdown     |        135 |          0 |         53 |        188 |
| d:\se\carplate\yolov10-pose\docs\en\usage\callbacks.md                                                    | Markdown     |         76 |          0 |         26 |        102 |
| d:\se\carplate\yolov10-pose\docs\en\usage\cfg.md                                                          | Markdown     |        223 |          0 |         57 |        280 |
| d:\se\carplate\yolov10-pose\docs\en\usage\cli.md                                                          | Markdown     |        163 |          0 |         70 |        233 |
| d:\se\carplate\yolov10-pose\docs\en\usage\engine.md                                                       | Markdown     |         65 |          0 |         31 |         96 |
| d:\se\carplate\yolov10-pose\docs\en\usage\python.md                                                       | Markdown     |        227 |          0 |        106 |        333 |
| d:\se\carplate\yolov10-pose\docs\en\usage\simple-utilities.md                                             | Markdown     |        421 |          0 |        150 |        571 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\environments\aws_quickstart_tutorial.md                        | Markdown     |         58 |          0 |         38 |         96 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\environments\azureml_quickstart_tutorial.md                    | Markdown     |         62 |          0 |         33 |         95 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\environments\docker_image_quickstart_tutorial.md               | Markdown     |         46 |          0 |         26 |         72 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\environments\google_cloud_quickstart_tutorial.md               | Markdown     |         57 |          0 |         31 |         88 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\index.md                                                       | Markdown     |         72 |          0 |         22 |         94 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\quickstart_tutorial.md                                         | Markdown     |         52 |          0 |         21 |         73 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\architecture_description.md                          | Markdown     |        144 |          0 |         87 |        231 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\clearml_logging_integration.md                       | Markdown     |        157 |          0 |         81 |        238 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\comet_logging_integration.md                         | Markdown     |        175 |          0 |         82 |        257 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\hyperparameter_evolution.md                          | Markdown     |        133 |          0 |         34 |        167 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\model_ensembling.md                                  | Markdown     |        110 |          0 |         38 |        148 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\model_export.md                                      | Markdown     |        184 |          0 |         64 |        248 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\model_pruning_and_sparsity.md                        | Markdown     |         85 |          0 |         26 |        111 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\multi_gpu_training.md                                | Markdown     |        126 |          0 |         65 |        191 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\neural_magic_pruning_quantization.md                 | Markdown     |        164 |         15 |         88 |        267 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\pytorch_hub_model_loading.md                         | Markdown     |        268 |          0 |        107 |        375 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\roboflow_datasets_integration.md                     | Markdown     |         44 |          0 |         30 |         74 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\running_on_jetson_nano.md                            | Markdown     |        219 |          0 |        101 |        320 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\test_time_augmentation.md                            | Markdown     |        121 |          0 |         44 |        165 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\tips_for_best_training_results.md                    | Markdown     |         45 |          0 |         21 |         66 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\train_custom_data.md                                 | Markdown     |        138 |          0 |         87 |        225 |
| d:\se\carplate\yolov10-pose\docs\en\yolov5\tutorials\transfer_learning_with_frozen_layers.md              | Markdown     |        114 |          0 |         41 |        155 |
| d:\se\carplate\yolov10-pose\docs\overrides\javascript\extra.js                                            | JavaScript   |         42 |         21 |          7 |         70 |
| d:\se\carplate\yolov10-pose\docs\overrides\main.html                                                      | HTML         |         27 |          1 |          3 |         31 |
| d:\se\carplate\yolov10-pose\docs\overrides\partials\comments.html                                         | HTML         |         44 |          2 |          6 |         52 |
| d:\se\carplate\yolov10-pose\docs\overrides\partials\source-file.html                                      | HTML         |         18 |          4 |          5 |         27 |
| d:\se\carplate\yolov10-pose\docs\overrides\stylesheets\style.css                                          | CSS          |         77 |          9 |         19 |        105 |
| d:\se\carplate\yolov10-pose\examples\README.md                                                            | Markdown     |         29 |          0 |          9 |         38 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-CPP-Inference\README.md                                       | Markdown     |         33 |          0 |         18 |         51 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-CPP-Inference\inference.cpp                                   | C++          |        145 |          3 |         38 |        186 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-CPP-Inference\inference.h                                     | C++          |         38 |          2 |         13 |         53 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-CPP-Inference\main.cpp                                        | C++          |         39 |         13 |         19 |         71 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-LibTorch-CPP-Inference\README.md                              | Markdown     |         26 |          0 |         10 |         36 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-LibTorch-CPP-Inference\main.cc                                | C++          |        201 |          9 |         50 |        260 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-ONNXRuntime-CPP\README.md                                     | Markdown     |         73 |          0 |         35 |        108 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-ONNXRuntime-CPP\inference.cpp                                 | C++          |        333 |          8 |         35 |        376 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-ONNXRuntime-CPP\inference.h                                   | C++          |         70 |          2 |         23 |         95 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-ONNXRuntime-CPP\main.cpp                                      | C++          |        152 |         12 |         30 |        194 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-ONNXRuntime-Rust\README.md                                    | Markdown     |        154 |          0 |         68 |        222 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-ONNXRuntime-Rust\src\cli.rs                                   | Rust         |         46 |         20 |         22 |         88 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-ONNXRuntime-Rust\src\lib.rs                                   | Rust         |         99 |          7 |         14 |        120 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-ONNXRuntime-Rust\src\main.rs                                  | Rust         |         14 |          6 |          9 |         29 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-ONNXRuntime-Rust\src\model.rs                                 | Rust         |        539 |         44 |         60 |        643 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-ONNXRuntime-Rust\src\ort_backend.rs                           | Rust         |        442 |         40 |         53 |        535 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-ONNXRuntime-Rust\src\yolo_result.rs                           | Rust         |        193 |          4 |         39 |        236 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-ONNXRuntime\README.md                                         | Markdown     |         26 |          0 |         18 |         44 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-ONNXRuntime\main.py                                           | Python       |        123 |         48 |         61 |        232 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-OpenCV-ONNX-Python\README.md                                  | Markdown     |         13 |          0 |          7 |         20 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-OpenCV-ONNX-Python\main.py                                    | Python       |         92 |         12 |         27 |        131 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-OpenCV-int8-tflite-Python\README.md                           | Markdown     |         39 |          0 |         27 |         66 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-OpenCV-int8-tflite-Python\main.py                             | Python       |        207 |         33 |         61 |        301 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-Region-Counter\readme.md                                      | Markdown     |         86 |          0 |         36 |        122 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-Region-Counter\yolov8_region_counter.py                       | Python       |        192 |         13 |         47 |        252 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-SAHI-Inference-Video\readme.md                                | Markdown     |         43 |          0 |         27 |         70 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-SAHI-Inference-Video\yolov8_sahi.py                           | Python       |         85 |          4 |         23 |        112 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-Segmentation-ONNXRuntime-Python\README.md                     | Markdown     |         39 |          0 |         25 |         64 |
| d:\se\carplate\yolov10-pose\examples\YOLOv8-Segmentation-ONNXRuntime-Python\main.py                       | Python       |        246 |         34 |         63 |        343 |
| d:\se\carplate\yolov10-pose\examples\heatmaps.ipynb                                                       | JSON         |        191 |          0 |          1 |        192 |
| d:\se\carplate\yolov10-pose\examples\hub.ipynb                                                            | JSON         |        113 |          0 |          1 |        114 |
| d:\se\carplate\yolov10-pose\examples\object_counting.ipynb                                                | JSON         |        208 |          0 |          1 |        209 |
| d:\se\carplate\yolov10-pose\examples\object_tracking.ipynb                                                | JSON         |        243 |          0 |          1 |        244 |
| d:\se\carplate\yolov10-pose\examples\tutorial.ipynb                                                       | JSON         |        655 |          0 |          1 |        656 |
| d:\se\carplate\yolov10-pose\mkdocs.yml                                                                    | YAML         |        688 |         14 |         12 |        714 |
| d:\se\carplate\yolov10-pose\tests\__init__.py                                                             | Python       |         17 |          2 |          4 |         23 |
| d:\se\carplate\yolov10-pose\tests\conftest.py                                                             | Python       |         48 |          4 |         20 |         72 |
| d:\se\carplate\yolov10-pose\tests\test_cli.py                                                             | Python       |         72 |         19 |         39 |        130 |
| d:\se\carplate\yolov10-pose\tests\test_cuda.py                                                            | Python       |         91 |         14 |         31 |        136 |
| d:\se\carplate\yolov10-pose\tests\test_engine.py                                                          | Python       |         92 |         14 |         26 |        132 |
| d:\se\carplate\yolov10-pose\tests\test_explorer.py                                                        | Python       |         49 |          2 |         11 |         62 |
| d:\se\carplate\yolov10-pose\tests\test_exports.py                                                         | Python       |        178 |          3 |         33 |        214 |
| d:\se\carplate\yolov10-pose\tests\test_integrations.py                                                    | Python       |         97 |         15 |         33 |        145 |
| d:\se\carplate\yolov10-pose\tests\test_python.py                                                          | Python       |        441 |         20 |        128 |        589 |
| d:\se\carplate\yolov10-pose\train.py                                                                      | Python       |          3 |          3 |          5 |         11 |
| d:\se\carplate\yolov10-pose\train22\args.yaml                                                             | YAML         |        106 |          0 |          1 |        107 |
| d:\se\carplate\yolov10-pose\ultralytics\__init__.py                                                       | Python       |         23 |          2 |          6 |         31 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\__init__.py                                                   | Python       |        503 |         20 |         88 |        611 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\default.yaml                                                  | YAML         |        105 |         12 |         10 |        127 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\README.md                                              | Markdown     |         29 |          0 |         20 |         49 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\rt-detr\rtdetr-l.yaml                                  | YAML         |         34 |          5 |         12 |         51 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\rt-detr\rtdetr-resnet101.yaml                          | YAML         |         29 |          5 |          9 |         43 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\rt-detr\rtdetr-resnet50.yaml                           | YAML         |         29 |          5 |          9 |         43 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\rt-detr\rtdetr-x.yaml                                  | YAML         |         38 |          5 |         12 |         55 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v10\yolov10b.yaml                                      | YAML         |         29 |          6 |          8 |         43 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v10\yolov10l.yaml                                      | YAML         |         29 |          6 |          8 |         43 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v10\yolov10m.yaml                                      | YAML         |         29 |          6 |          8 |         43 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v10\yolov10n.yaml                                      | YAML         |         29 |          6 |          8 |         43 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v10\yolov10s.yaml                                      | YAML         |         29 |          6 |          8 |         43 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v10\yolov10x.yaml                                      | YAML         |         29 |          6 |          8 |         43 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v3\yolov3-spp.yaml                                     | YAML         |         34 |          6 |          7 |         47 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v3\yolov3-tiny.yaml                                    | YAML         |         26 |          6 |          6 |         38 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v3\yolov3.yaml                                         | YAML         |         34 |          6 |          7 |         47 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v5\yolov5-p6.yaml                                      | YAML         |         43 |          7 |         10 |         60 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v5\yolov5.yaml                                         | YAML         |         34 |          7 |          8 |         49 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v6\yolov6.yaml                                         | YAML         |         39 |          7 |          8 |         54 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-cls-resnet101.yaml                           | YAML         |         15 |          7 |          4 |         26 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-cls-resnet50.yaml                            | YAML         |         15 |          7 |          4 |         26 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-cls.yaml                                     | YAML         |         19 |          7 |          4 |         30 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-ghost-p2.yaml                                | YAML         |         38 |          7 |         10 |         55 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-ghost-p6.yaml                                | YAML         |         40 |          7 |         10 |         57 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-ghost.yaml                                   | YAML         |         32 |          8 |          8 |         48 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-obb.yaml                                     | YAML         |         32 |          7 |          8 |         47 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-p2.yaml                                      | YAML         |         38 |          7 |         10 |         55 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-p6.yaml                                      | YAML         |         40 |          7 |         10 |         57 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-pose-p6.yaml                                 | YAML         |         41 |          7 |         10 |         58 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-pose.yaml                                    | YAML         |         33 |          7 |          8 |         48 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-rtdetr.yaml                                  | YAML         |         32 |          7 |          8 |         47 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-seg-p6.yaml                                  | YAML         |         40 |          7 |         10 |         57 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-seg.yaml                                     | YAML         |         32 |          7 |          8 |         47 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-world.yaml                                   | YAML         |         33 |          7 |          9 |         49 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8-worldv2.yaml                                 | YAML         |         32 |          7 |          8 |         47 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v8\yolov8.yaml                                         | YAML         |         32 |          7 |          8 |         47 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v9\yolov9c-seg.yaml                                    | YAML         |         26 |          5 |          8 |         39 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v9\yolov9c.yaml                                        | YAML         |         26 |          5 |          8 |         39 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v9\yolov9e-seg.yaml                                    | YAML         |         46 |          6 |         10 |         62 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v9\yolov9e.yaml                                        | YAML         |         46 |          6 |         10 |         62 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v9\yolov9m.yaml                                        | YAML         |         26 |          5 |          8 |         39 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v9\yolov9s.yaml                                        | YAML         |         26 |          5 |          8 |         39 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\models\v9\yolov9t.yaml                                        | YAML         |         26 |          5 |          8 |         39 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\trackers\botsort.yaml                                         | YAML         |         10 |          6 |          3 |         19 |
| d:\se\carplate\yolov10-pose\ultralytics\cfg\trackers\bytetrack.yaml                                       | YAML         |          6 |          4 |          2 |         12 |
| d:\se\carplate\yolov10-pose\ultralytics\data\__init__.py                                                  | Python       |         23 |          1 |          3 |         27 |
| d:\se\carplate\yolov10-pose\ultralytics\data\annotator.py                                                 | Python       |         38 |          1 |         12 |         51 |
| d:\se\carplate\yolov10-pose\ultralytics\data\augment.py                                                   | Python       |      1,150 |         59 |        225 |      1,434 |
| d:\se\carplate\yolov10-pose\ultralytics\data\base.py                                                      | Python       |        265 |         11 |         34 |        310 |
| d:\se\carplate\yolov10-pose\ultralytics\data\build.py                                                     | Python       |        170 |          3 |         35 |        208 |
| d:\se\carplate\yolov10-pose\ultralytics\data\converter.py                                                 | Python       |        479 |         18 |         64 |        561 |
| d:\se\carplate\yolov10-pose\ultralytics\data\dataset.py                                                   | Python       |        431 |         16 |         60 |        507 |
| d:\se\carplate\yolov10-pose\ultralytics\data\explorer\__init__.py                                         | Python       |          2 |          1 |          3 |          6 |
| d:\se\carplate\yolov10-pose\ultralytics\data\explorer\explorer.py                                         | Python       |        389 |          8 |         73 |        470 |
| d:\se\carplate\yolov10-pose\ultralytics\data\explorer\gui\__init__.py                                     | Python       |          0 |          1 |          1 |          2 |
| d:\se\carplate\yolov10-pose\ultralytics\data\explorer\gui\dash.py                                         | Python       |        220 |         10 |         38 |        268 |
| d:\se\carplate\yolov10-pose\ultralytics\data\explorer\utils.py                                            | Python       |        139 |          1 |         28 |        168 |
| d:\se\carplate\yolov10-pose\ultralytics\data\loaders.py                                                   | Python       |        477 |         11 |         88 |        576 |
| d:\se\carplate\yolov10-pose\ultralytics\data\scripts\download_weights.sh                                  | Shell Script |          6 |          9 |          4 |         19 |
| d:\se\carplate\yolov10-pose\ultralytics\data\scripts\get_coco.sh                                          | Shell Script |         46 |         11 |          4 |         61 |
| d:\se\carplate\yolov10-pose\ultralytics\data\scripts\get_coco128.sh                                       | Shell Script |          6 |          9 |          3 |         18 |
| d:\se\carplate\yolov10-pose\ultralytics\data\scripts\get_imagenet.sh                                      | Shell Script |         29 |         16 |          7 |         52 |
| d:\se\carplate\yolov10-pose\ultralytics\data\split_dota.py                                                | Python       |        244 |          2 |         44 |        290 |
| d:\se\carplate\yolov10-pose\ultralytics\data\utils.py                                                     | Python       |        561 |         19 |         98 |        678 |
| d:\se\carplate\yolov10-pose\ultralytics\engine\__init__.py                                                | Python       |          0 |          1 |          1 |          2 |
| d:\se\carplate\yolov10-pose\ultralytics\engine\exporter.py                                                | Python       |        990 |         86 |        153 |      1,229 |
| d:\se\carplate\yolov10-pose\ultralytics\engine\model.py                                                   | Python       |        670 |         12 |        140 |        822 |
| d:\se\carplate\yolov10-pose\ultralytics\engine\predictor.py                                               | Python       |        330 |         18 |         56 |        404 |
| d:\se\carplate\yolov10-pose\ultralytics\engine\results.py                                                 | Python       |        631 |         10 |        111 |        752 |
| d:\se\carplate\yolov10-pose\ultralytics\engine\trainer.py                                                 | Python       |        644 |         39 |         92 |        775 |
| d:\se\carplate\yolov10-pose\ultralytics\engine\tuner.py                                                   | Python       |        195 |         12 |         36 |        243 |
| d:\se\carplate\yolov10-pose\ultralytics\engine\validator.py                                               | Python       |        280 |         14 |         48 |        342 |
| d:\se\carplate\yolov10-pose\ultralytics\hub\__init__.py                                                   | Python       |        111 |          4 |         33 |        148 |
| d:\se\carplate\yolov10-pose\ultralytics\hub\auth.py                                                       | Python       |        101 |         13 |         23 |        137 |
| d:\se\carplate\yolov10-pose\ultralytics\hub\session.py                                                    | Python       |        296 |         26 |         68 |        390 |
| d:\se\carplate\yolov10-pose\ultralytics\hub\utils.py                                                      | Python       |        202 |          9 |         37 |        248 |
| d:\se\carplate\yolov10-pose\ultralytics\models\__init__.py                                                | Python       |          6 |          1 |          3 |         10 |
| d:\se\carplate\yolov10-pose\ultralytics\models\fastsam\__init__.py                                        | Python       |          5 |          1 |          3 |          9 |
| d:\se\carplate\yolov10-pose\ultralytics\models\fastsam\model.py                                           | Python       |         24 |          1 |         10 |         35 |
| d:\se\carplate\yolov10-pose\ultralytics\models\fastsam\predict.py                                         | Python       |         72 |          1 |         14 |         87 |
| d:\se\carplate\yolov10-pose\ultralytics\models\fastsam\prompt.py                                          | Python       |        309 |          9 |         38 |        356 |
| d:\se\carplate\yolov10-pose\ultralytics\models\fastsam\utils.py                                           | Python       |         42 |          9 |         17 |         68 |
| d:\se\carplate\yolov10-pose\ultralytics\models\fastsam\val.py                                             | Python       |         31 |          1 |          9 |         41 |
| d:\se\carplate\yolov10-pose\ultralytics\models\nas\__init__.py                                            | Python       |          4 |          1 |          3 |          8 |
| d:\se\carplate\yolov10-pose\ultralytics\models\nas\model.py                                               | Python       |         63 |          2 |         20 |         85 |
| d:\se\carplate\yolov10-pose\ultralytics\models\nas\predict.py                                             | Python       |         43 |          3 |         15 |         61 |
| d:\se\carplate\yolov10-pose\ultralytics\models\nas\val.py                                                 | Python       |         37 |          2 |         12 |         51 |
| d:\se\carplate\yolov10-pose\ultralytics\models\rtdetr\__init__.py                                         | Python       |          4 |          1 |          3 |          8 |
| d:\se\carplate\yolov10-pose\ultralytics\models\rtdetr\model.py                                            | Python       |         42 |          1 |         12 |         55 |
| d:\se\carplate\yolov10-pose\ultralytics\models\rtdetr\predict.py                                          | Python       |         67 |          1 |         19 |         87 |
| d:\se\carplate\yolov10-pose\ultralytics\models\rtdetr\train.py                                            | Python       |         81 |          1 |         21 |        103 |
| d:\se\carplate\yolov10-pose\ultralytics\models\rtdetr\val.py                                              | Python       |        107 |          6 |         23 |        136 |
| d:\se\carplate\yolov10-pose\ultralytics\models\sam\__init__.py                                            | Python       |          3 |          1 |          3 |          7 |
| d:\se\carplate\yolov10-pose\ultralytics\models\sam\amg.py                                                 | Python       |        133 |         14 |         41 |        188 |
| d:\se\carplate\yolov10-pose\ultralytics\models\sam\build.py                                               | Python       |        132 |          7 |         23 |        162 |
| d:\se\carplate\yolov10-pose\ultralytics\models\sam\model.py                                               | Python       |         90 |          1 |         25 |        116 |
| d:\se\carplate\yolov10-pose\ultralytics\models\sam\modules\__init__.py                                    | Python       |          0 |          1 |          1 |          2 |
| d:\se\carplate\yolov10-pose\ultralytics\models\sam\modules\decoders.py                                    | Python       |        153 |          8 |         30 |        191 |
| d:\se\carplate\yolov10-pose\ultralytics\models\sam\modules\encoders.py                                    | Python       |        503 |         13 |         88 |        604 |
| d:\se\carplate\yolov10-pose\ultralytics\models\sam\modules\sam.py                                         | Python       |         48 |          5 |         13 |         66 |
| d:\se\carplate\yolov10-pose\ultralytics\models\sam\modules\tiny_encoder.py                                | Python       |        599 |         32 |        111 |        742 |
| d:\se\carplate\yolov10-pose\ultralytics\models\sam\modules\transformer.py                                 | Python       |        217 |         13 |         45 |        275 |
| d:\se\carplate\yolov10-pose\ultralytics\models\sam\predict.py                                             | Python       |        383 |         22 |         74 |        479 |
| d:\se\carplate\yolov10-pose\ultralytics\models\utils\__init__.py                                          | Python       |          0 |          1 |          1 |          2 |
| d:\se\carplate\yolov10-pose\ultralytics\models\utils\loss.py                                              | Python       |        255 |         47 |         45 |        347 |
| d:\se\carplate\yolov10-pose\ultralytics\models\utils\ops.py                                               | Python       |        177 |         48 |         39 |        264 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\__init__.py                                           | Python       |          3 |          1 |          4 |          8 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\classify\__init__.py                                  | Python       |          4 |          1 |          3 |          8 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\classify\predict.py                                   | Python       |         49 |          1 |         12 |         62 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\classify\train.py                                     | Python       |        130 |          3 |         27 |        160 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\classify\val.py                                       | Python       |         93 |          1 |         20 |        114 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\detect\__init__.py                                    | Python       |          4 |          1 |          3 |          8 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\detect\predict.py                                     | Python       |         34 |          1 |          9 |         44 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\detect\train.py                                       | Python       |        118 |          5 |         21 |        144 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\detect\val.py                                         | Python       |        278 |          6 |         39 |        323 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\model.py                                              | Python       |         86 |          6 |         16 |        108 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\obb\__init__.py                                       | Python       |          4 |          1 |          3 |          8 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\obb\predict.py                                        | Python       |         41 |          2 |         11 |         54 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\obb\train.py                                          | Python       |         31 |          1 |         11 |         43 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\obb\val.py                                            | Python       |        156 |          5 |         25 |        186 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\pose\__init__.py                                      | Python       |          4 |          1 |          3 |          8 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\pose\predict.py                                       | Python       |         48 |          1 |         10 |         59 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\pose\train.py                                         | Python       |         64 |          1 |         15 |         80 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\pose\val.py                                           | Python       |        214 |         11 |         29 |        254 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\segment\__init__.py                                   | Python       |          4 |          1 |          3 |          8 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\segment\predict.py                                    | Python       |         47 |          1 |         10 |         58 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\segment\train.py                                      | Python       |         49 |          1 |         13 |         63 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\segment\val.py                                        | Python       |        238 |          7 |         34 |        279 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\world\__init__.py                                     | Python       |          2 |          1 |          3 |          6 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\world\train.py                                        | Python       |         70 |          6 |         17 |         93 |
| d:\se\carplate\yolov10-pose\ultralytics\models\yolo\world\train_world.py                                  | Python       |         93 |          3 |         14 |        110 |
| d:\se\carplate\yolov10-pose\ultralytics\nn\__init__.py                                                    | Python       |         26 |          1 |          3 |         30 |
